"(Intercept)",-5.89156609377158
"Cycle",0.405639181436698
"PIC1",-0.599216732066573
"PIC2",-2.09425854406072
"PIC3",-1.49136823892615
"PIC4",-0.539428409145044
"PIC5",-0.295262417540616
"PIC6",-1.42520223143329
"PIC7",-1.48289783951219
"PIC8",-0.333187460022275
"PIC9",-2.20291705365105
"PIC10",-3.65353618939402
"PIC11",-2.80012117234232
"PIC12",0.626201512885007
"PIC13",-2.45520941249167
"PIC14",-1.68931193195295
"PIC15",-2.29334728942717
"PIC16",0.299223137469369
"PIC17",-2.34232503752152
"PIC18",-1.45530659383931
"PIC19",-0.146208364995021
"PIC20",-0.350051293559836
"PIC21",-1.2237586661003
"PIC22",-1.40017890921345
"PIC23",0.0431502237687381
"PIC24",-0.059875848643276
"PIC25",-1.76737105537682
"PIC26",-3.58831760613201
"PIC27",-1.0633231981874
"PIC28",-0.40125452024249
"PIC29",-2.03295391988369
"PIC30",-1.4794042776491
"PIC31",-2.98495274210912
