"RefLen","Cycle","PIC","Under","At","Over"
0,0,0,0,0.995655922387014,0.00434407761298572
0,0,1,0,0.9978578843285,0.0021421156714998
0,0,2,0,0.999279615182827,0.000720384817172626
0,0,3,0,0.998661094880926,0.00133890511907364
0,0,4,0,0.997412309873037,0.00258769012696347
0,0,5,0,0.996982823829216,0.00301717617078401
0,0,6,0,0.998594816680909,0.00140518331909123
0,0,7,0,0.998656353768167,0.00134364623183281
0,0,8,0,0.996742565005296,0.00325743499470399
0,0,9,0,0.999293338620962,0.000706661379038409
0,0,10,0,0.999996163695129,3.83630487114811e-06
0,0,11,0,0.999996137251191,3.86274880930768e-06
0,0,12,0,0.999986490033505,1.35099664952831e-05
0,0,13,0,0.999980648020389,1.93519796107543e-05
0,0,14,0,0.999952950955292,4.70490447083547e-05
0,0,15,0,0.999881625051296,0.000118374948704189
0,0,16,0,0.999904431074028,9.55689259714789e-05
0,0,17,0,0.999879421639658,0.000120578360342193
0,0,18,0,0.999607116431046,0.00039288356895434
0,0,19,0,0.999249440688975,0.000750559311025043
0,0,20,0,0.999411694240726,0.000588305759273802
0,0,21,0,0.999350835931763,0.000649164068236721
0,0,22,0,0.9965403032388,0.00345969676120014
0,0,23,0,0.998247193626906,0.00175280637309442
0,0,24,0,0.998366061835979,0.00163393816402053
0,0,25,0,0.999218827089432,0.000781172910568036
0,0,26,0,0.99988424537455,0.000115754625449601
0,0,27,0,0.999395746052207,0.000604253947792459
0,0,28,0,0.998615826586576,0.00138417341342387
0,0,29,0,0.999522976625855,0.000477023374145333
0,0,30,0,0.999106560443195,0.000893439556804516
0,0,31,0,0.999815213901458,0.000184786098541807
0,1,0,0,0.997936779005332,0.00206322099466769
0,1,1,0,0.998552071722442,0.00144792827755785
0,1,2,0,0.999353792649685,0.000646207350314879
0,1,3,0,0.998933396981439,0.00106660301856113
0,1,4,0,0.998258101211824,0.00174189878817563
0,1,5,0,0.998190463825506,0.00180953617449447
0,1,6,0,0.998958073563423,0.00104192643657743
0,1,7,0,0.999004139148036,0.000995860851963825
0,1,8,0,0.997458093446891,0.00254190655310901
0,1,9,0,0.999398106723202,0.000601893276798358
0,1,10,0,0.999829782099541,0.000170217900459157
0,1,11,0,0.999689694763082,0.000310305236918048
0,1,12,0,0.996744399377659,0.00325560062234133
0,1,13,0,0.999205321844653,0.000794678155347084
0,1,14,0,0.999056134059509,0.000943865940490627
0,1,15,0,0.999613979867565,0.000386020132434599
0,1,16,0,0.996564184128847,0.00343581587115304
0,1,17,0,0.999523546952039,0.000476453047961156
0,1,18,0,0.999173642412535,0.000826357587465121
0,1,19,0,0.997774785893265,0.00222521410673548
0,1,20,0,0.997717997633479,0.00228200236652097
0,1,21,0,0.998523301179597,0.00147669882040311
0,1,22,0,0.996889622806686,0.00311037719331372
0,1,23,0,0.99692424370102,0.00307575629898037
0,1,24,0,0.997361933458354,0.00263806654164647
0,1,25,0,0.998928282594065,0.00107171740593488
0,1,26,0,0.999841680633953,0.00015831936604704
0,1,27,0,0.999143109981055,0.000856890018945059
0,1,28,0,0.997287245426203,0.00271275457379676
0,1,29,0,0.999225443672403,0.00077455632759709
0,1,30,0,0.99834553135597,0.00165446864403034
0,1,31,0,0.999705419578376,0.000294580421624073
0,2,0,0,0.99507986604005,0.00492013395994983
0,2,1,0,0.997320755977275,0.00267924402272533
0,2,2,0,0.998937394846365,0.001062605153635
0,2,3,0,0.998038794969377,0.00196120503062265
0,2,4,0,0.997006788807514,0.0029932111924859
0,2,5,0,0.99613449677401,0.00386550322598982
0,2,6,0,0.997914859030066,0.0020851409699335
0,2,7,0,0.997653726713156,0.00234627328684418
0,2,8,0,0.995516472628189,0.00448352737181075
0,2,9,0,0.998919874312647,0.00108012568735271
0,2,10,0,0.999735018787602,0.000264981212397646
0,2,11,0,0.999401504341054,0.000598495658946334
0,2,12,0,0.990032434142868,0.00996756585713156
0,2,13,0,0.998599940573017,0.00140005942698287
0,2,14,0,0.9982165927959,0.00178340720409967
