"(Intercept)",-5.43894182980068
"Cycle",0.376747152673805
"PIC1",-0.707019476980053
"PIC2",-1.79678319063543
"PIC3",-1.17696124452482
"PIC4",-0.518047814269729
"PIC5",-0.364492098006635
"PIC6",-1.12864567868549
"PIC7",-1.17342646209154
"PIC8",-0.287873374941922
"PIC9",-1.81601713168641
"PIC10",-3.34674481585256
"PIC11",-2.34411940950558
"PIC12",0.427522362892363
"PIC13",-2.14166583170875
"PIC14",-1.3296319851728
"PIC15",-2.22761306657519
"PIC16",0.239788125628286
"PIC17",-1.98599168586256
"PIC18",-1.16453657440643
"PIC19",-0.260008955688877
"PIC20",-0.315069845074584
"PIC21",-0.893428231786716
"PIC22",-1.04162426074934
"PIC23",-0.0336957831922714
"PIC24",-0.0666027108983772
"PIC25",-1.44498164970434
"PIC26",-3.24493798434621
"PIC27",-1.14665390154912
"PIC28",-0.173993074444335
"PIC29",-1.90157708730329
"PIC30",-1.13218610009211
"PIC31",-2.58026285098974
