"(Intercept)",-5.94161995908131
"Cycle",0.35940056667315
"PIC1",-0.658954548245633
"PIC2",-1.81723423466241
"PIC3",-1.35806054252917
"PIC4",-0.463366818334649
"PIC5",-0.310258034701994
"PIC6",-1.21846874542018
"PIC7",-1.37886480689424
"PIC8",-0.250270885662802
"PIC9",-1.93065301103321
"PIC10",-3.37932628889794
"PIC11",-2.61982173879037
"PIC12",0.45545374033048
"PIC13",-2.27802279717852
"PIC14",-1.41779436500637
"PIC15",-2.25213377265437
"PIC16",0.254579086663464
"PIC17",-2.02011334602329
"PIC18",-1.39292991390901
"PIC19",-0.212547898688851
"PIC20",-0.280250423001568
"PIC21",-0.981477433797104
"PIC22",-1.19683739167556
"PIC23",-0.0206773800532214
"PIC24",-0.0432045025581233
"PIC25",-1.62998672672519
"PIC26",-3.32103061191097
"PIC27",-1.0920639553631
"PIC28",-0.192822048888317
"PIC29",-2.00432717772546
"PIC30",-1.32550162683581
"PIC31",-2.75887839255949
