"RefLen","Cycle","PIC","Under","At","Over"
0,0,0,0,0.997372230677611,0.00262776932238851
0,0,1,0,0.998640413279399,0.00135958672060066
0,0,2,0,0.999573054502648,0.000426945497352227
0,0,3,0,0.999324245356773,0.000675754643227444
0,0,4,0,0.99834670791765,0.00165329208235043
0,0,5,0,0.998073167842548,0.00192683215745226
0,0,6,0,0.999223014371962,0.000776985628037852
0,0,7,0,0.999338158704707,0.000661841295292787
0,0,8,0,0.997954045488809,0.00204595451119149
0,0,9,0,0.999618833004365,0.000381166995634619
0,0,10,0,0.999910470846472,8.95291535282228e-05
0,0,11,0,0.999808656764443,0.000191343235556585
0,0,12,0,0.999981993888726,1.80061112741665e-05
0,0,13,0,0.99998194633005,1.80536699500274e-05
0,0,14,0,0.999957926239209,4.20737607905477e-05
0,0,15,0,0.999821298953954,0.000178701046045917
0,0,16,0,0.999894994341362,0.000105005658638271
0,0,17,0,0.999875711020354,0.000124288979645738
0,0,18,0,0.999604801861098,0.00039519813890196
0,0,19,0,0.999324099798134,0.000675900201865846
0,0,20,0,0.999273226773227,0.000726773226773227
0,0,21,0,0.999384103411024,0.000615896588975948
0,0,22,0,0.997487982632966,0.00251201736703365
0,0,23,0,0.997950336822602,0.00204966317739754
0,0,24,0,0.998071945392974,0.00192805460702645
0,0,25,0,0.999129720557906,0.000870279442094232
0,0,26,0,0.999866212049966,0.000133787950034136
0,0,27,0,0.999058200279597,0.000941799720403208
0,0,28,0,0.998627426851317,0.0013725731486828
0,0,29,0,0.999475729281448,0.000524270718552456
0,0,30,0,0.999165129876628,0.000834870123372075
0,0,31,0,0.999830564092885,0.000169435907114807
0,1,0,0,0.997412305922944,0.00258769407705578
0,1,1,0,0.997982817366584,0.00201718263341625
0,1,2,0,0.999357043384524,0.000642956615476376
0,1,3,0,0.99896756932892,0.00103243067107994
0,1,4,0,0.998254851032454,0.00174514896754616
0,1,5,0,0.997695808364867,0.0023041916351326
0,1,6,0,0.998981057067075,0.00101894293292534
0,1,7,0,0.999148434232342,0.000851565767657953
0,1,8,0,0.997058983292852,0.00294101670714768
0,1,9,0,0.999480402687917,0.000519597312083136
0,1,10,0,0.999804756297616,0.000195243702384187
0,1,11,0,0.999658620200549,0.000341379799451388
0,1,12,0,0.997010175453289,0.00298982454671077
0,1,13,0,0.999356454343234,0.000643545656766323
0,1,14,0,0.999194448762702,0.000805551237298436
0,1,15,0,0.999653340297342,0.000346659702658418
0,1,16,0,0.997403298394567,0.00259670160543265
0,1,17,0,0.999475213148025,0.000524786851975288
0,1,18,0,0.999209480979981,0.000790519020018828
0,1,19,0,0.997777502849922,0.00222249715007821
0,1,20,0,0.997764513639871,0.00223548636012891
0,1,21,0,0.998998569384835,0.00100143061516452
0,1,22,0,0.998227950826428,0.00177204917357206
0,1,23,0,0.997036760826533,0.00296323917346651
0,1,24,0,0.99740291911891,0.00259708088108966
0,1,25,0,0.999292186852107,0.000707813147893332
0,1,26,0,0.999854173399652,0.000145826600348407
0,1,27,0,0.998900020107159,0.00109997989284067
0,1,28,0,0.998194184963337,0.00180581503666273
0,1,29,0,0.999351168014691,0.000648831985308757
0,1,30,0,0.998963950723634,0.00103604927636614
0,1,31,0,0.999803132997722,0.000196867002278032
0,2,0,0,0.995996958728385,0.00400304127161545
0,2,1,0,0.997785813164474,0.00221418683552602
0,2,2,0,0.99911704137566,0.000882958624339495
0,2,3,0,0.9987245251629,0.00127547483709968
0,2,4,0,0.997141429432254,0.00285857056774592
0,2,5,0,0.996527937987358,0.00347206201264246
0,2,6,0,0.998708815952736,0.00129118404726363
0,2,7,0,0.998461324109355,0.00153867589064497
0,2,8,0,0.99671865049162,0.00328134950838006
0,2,9,0,0.99915592194047,0.000844078059530248
0,2,10,0,0.999773234825462,0.00022676517453832
0,2,11,0,0.999580718885342,0.000419281114657632
0,2,12,0,0.993106648107642,0.00689335189235766
0,2,13,0,0.999172986739594,0.0008270132604058
0,2,14,0,0.998709522694699,0.00129047730530066
0,2,15,0,0.999241733141395,0.000758266858605396
0,2,16,0,0.994359317931318,0.00564068206868233
0,2,17,0,0.99924097245707,0.000759027542930147
0,2,18,0,0.998650253573685,0.00134974642631476
0,2,19,0,0.996226514904385,0.00377348509561553
0,2,20,0,0.996816635160681,0.00318336483931947
0,2,21,0,0.998112283222836,0.00188771677716451
0,2,22,0,0.997812609290052,0.00218739070994818
0,2,23,0,0.995471628857095,0.00452837114290502
0,2,24,0,0.995470753781701,0.00452924621829927
0,2,25,0,0.998757182948016,0.0012428170519845
0,2,26,0,0.999752383555891,0.000247616444109007
0,2,27,0,0.99812369349894,0.00187630650106007
0,2,28,0,0.996714106429624,0.00328589357037593
0,2,29,0,0.999052934610187,0.000947065389812584
0,2,30,0,0.998489386104112,0.0015106138958879
0,2,31,0,0.999645966955468,0.000354033044532144
0,3,0,0,0.994281643622705,0.00571835637729495
0,3,1,0,0.996447913236603,0.00355208676339739
0,3,2,0,0.99881775240986,0.00118224759013951
0,3,3,0,0.998193823571297,0.00180617642870292
0,3,4,0,0.99543222185296,0.00456777814704036
0,3,5,0,0.994990619425478,0.00500938057452174
0,3,6,0,0.99788564132386,0.00211435867613967
0,3,7,0,0.997883820206929,0.00211617979307111
0,3,8,0,0.994321981160882,0.00567801883911765
0,3,9,0,0.998902828068344,0.00109717193165607
0,3,10,0,0.999732172205156,0.000267827794843909
0,3,11,0,0.999345968257659,0.000654031742340562
0,3,12,0,0.989976562110407,0.0100234378895926
0,3,13,0,0.998909056710242,0.0010909432897583
0,3,14,0,0.998170519058046,0.001829480941954
0,3,15,0,0.999132080137934,0.000867919862066069
0,3,16,0,0.991552392524446,0.00844760747555401
0,3,17,0,0.999055246763531,0.000944753236468979
0,3,18,0,0.998319923650968,0.00168007634903172
0,3,19,0,0.99395722350322,0.00604277649677984
0,3,20,0,0.995179094732687,0.0048209052673135
0,3,21,0,0.997206274432831,0.00279372556716882
0,3,22,0,0.997669428707155,0.00233057129284537
0,3,23,0,0.993591100214429,0.00640889978557139
0,3,24,0,0.993969626873177,0.00603037312682289
0,3,25,0,0.998308752805386,0.00169124719461366
0,3,26,0,0.999688584746603,0.000311415253396807
0,3,27,0,0.997566953557174,0.00243304644282639
0,3,28,0,0.99451617417626,0.00548382582374009
0,3,29,0,0.998887760188869,0.00111223981113086
0,3,30,0,0.997781071601532,0.00221892839846788
0,3,31,0,0.999480308248965,0.000519691751035035
0,4,0,0,0.989952618939443,0.0100473810605569
0,4,1,0,0.994346068459365,0.00565393154063477
0,4,2,0,0.998246170391716,0.00175382960828381
0,4,3,0,0.997214668486509,0.0027853315134908
0,4,4,0,0.993728838073481,0.00627116192651874
0,4,5,0,0.992314043846991,0.00768595615300918
0,4,6,0,0.996899210104592,0.00310078989540761
0,4,7,0,0.997253636869085,0.00274636313091507
0,4,8,0,0.991522981792128,0.00847701820787191
0,4,9,0,0.998535366589127,0.00146463341087275
0,4,10,0,0.999573604060914,0.000426395939086294
0,4,11,0,0.999221610611315,0.000778389388685468
0,4,12,0,0.982241396608809,0.0177586033911909
0,4,13,0,0.998476130360335,0.00152386963966489
0,4,14,0,0.997432867914874,0.00256713208512644
0,4,15,0,0.998747242763278,0.00125275723672194
0,4,16,0,0.986712046055252,0.0132879539447482
0,4,17,0,0.998473351445545,0.00152664855445465
0,4,18,0,0.997357018344816,0.00264298165518386
0,4,19,0,0.991394109844872,0.00860589015512782
0,4,20,0,0.99149732843705,0.00850267156294977
0,4,21,0,0.996303761234793,0.00369623876520677
0,4,22,0,0.996693062467218,0.00330693753278154
0,4,23,0,0.989064631906627,0.0109353680933728
0,4,24,0,0.990134529147982,0.00986547085201794
0,4,25,0,0.997549216337844,0.00245078366215573
0,4,26,0,0.999570764278049,0.000429235721950638
0,4,27,0,0.996398437429949,0.00360156257005114
0,4,28,0,0.99181232125398,0.00818767874601988
0,4,29,0,0.998422300045987,0.00157769995401323
0,4,30,0,0.997006032051339,0.00299396794866139
0,4,31,0,0.999252563728203,0.000747436271796593
0,5,0,0,0.984218945068664,0.0157810549313358
0,5,1,0,0.991861268091943,0.00813873190805699
0,5,2,0,0.99731977487213,0.00268022512786965
0,5,3,0,0.9961008478389,0.00389915216109985
0,5,4,0,0.989722043142224,0.0102779568577759
0,5,5,0,0.98772858704331,0.0122714129566896
0,5,6,0,0.99532418260431,0.00467581739569025
0,5,7,0,0.995660730219653,0.00433926978034739
0,5,8,0,0.987347844570377,0.0126521554296234
0,5,9,0,0.997791205443282,0.00220879455671778
0,5,10,0,0.999401693573497,0.00059830642650294
0,5,11,0,0.998785576535396,0.00121442346460441
0,5,12,0,0.973640065077933,0.0263599349220666
0,5,13,0,0.998144409827773,0.00185559017222713
0,5,14,0,0.996327089576613,0.00367291042338744
0,5,15,0,0.998141407883528,0.00185859211647177
0,5,16,0,0.979160573267037,0.0208394267329629
0,5,17,0,0.997942733548785,0.00205726645121537
0,5,18,0,0.996278865420075,0.00372113457992451
0,5,19,0,0.986808656513087,0.0131913434869133
0,5,20,0,0.987550029024472,0.0124499709755278
0,5,21,0,0.993975646229438,0.00602435377056185
0,5,22,0,0.995176201314477,0.00482379868552285
0,5,23,0,0.983792590095784,0.0162074099042162
0,5,24,0,0.983759915878701,0.016240084121299
0,5,25,0,0.996688492915414,0.00331150708458566
0,5,26,0,0.999348508243263,0.000651491756736564
0,5,27,0,0.994230688666655,0.0057693113333453
0,5,28,0,0.987060842466547,0.0129391575334534
0,5,29,0,0.997740965636657,0.00225903436334261
0,5,30,0,0.995909845059134,0.00409015494086576
0,5,31,0,0.99895366414148,0.00104633585851966
0,6,0,0,0.977932249853143,0.0220677501468573
0,6,1,0,0.987708513136858,0.0122914868631418
0,6,2,0,0.99608278635992,0.00391721364008044
0,6,3,0,0.994050549381488,0.00594945061851243
0,6,4,0,0.984470858181574,0.0155291418184256
0,6,5,0,0.983000236862849,0.0169997631371514
0,6,6,0,0.993097042225743,0.00690295777425738
0,6,7,0,0.994019450586861,0.00598054941313942
0,6,8,0,0.980095311634727,0.0199046883652729
0,6,9,0,0.996095100571498,0.0039048994285017
0,6,10,0,0.999119002025072,0.000880997974928266
0,6,11,0,0.998311007854421,0.00168899214557897
0,6,12,0,0.960977062853738,0.0390229371462615
0,6,13,0,0.997367137519711,0.00263286248028905
0,6,14,0,0.993878114114252,0.00612188588574779
0,6,15,0,0.997379205857028,0.00262079414297208
0,6,16,0,0.968349456086615,0.0316505439133852
0,6,17,0,0.996937243822684,0.0030627561773164
0,6,18,0,0.994011515029792,0.00598848497020821
0,6,19,0,0.980379569072744,0.0196204309272559
0,6,20,0,0.980599984694268,0.019400015305732
0,6,21,0,0.990857195591415,0.00914280440858514
0,6,22,0,0.993486095318854,0.00651390468114629
0,6,23,0,0.976067515307767,0.0239324846922333
0,6,24,0,0.977278699791789,0.0227213002082112
0,6,25,0,0.995465920404704,0.0045340795952964
0,6,26,0,0.999068689170014,0.000931310829985811
0,6,27,0,0.991639749762851,0.00836025023714893
0,6,28,0,0.9801105674525,0.0198894325474995
0,6,29,0,0.996692704005318,0.00330729599468174
0,6,30,0,0.993619771592567,0.00638022840743332
0,6,31,0,0.998373175570045,0.00162682442995459
0,7,0,0,0.964773213169753,0.035226786830247
0,7,1,0,0.981255734230422,0.0187442657695782
0,7,2,0,0.994161183525879,0.00583881647412078
0,7,3,0,0.990917430550206,0.00908256944979377
0,7,4,0,0.97787937823523,0.0221206217647699
0,7,5,0,0.97369332757218,0.0263066724278201
0,7,6,0,0.98975600254184,0.0102439974581602
0,7,7,0,0.991391501803964,0.0086084981960359
0,7,8,0,0.972107620849278,0.0278923791507219
0,7,9,0,0.99494506337857,0.00505493662142976
0,7,10,0,0.998807115494586,0.0011928845054141
0,7,11,0,0.997372969911228,0.00262703008877213
0,7,12,0,0.944500444201462,0.0554995557985376
0,7,13,0,0.996500585218244,0.00349941478175642
0,7,14,0,0.991396225104617,0.00860377489538296
0,7,15,0,0.99603948244202,0.00396051755797981
0,7,16,0,0.95428943127892,0.0457105687210798
0,7,17,0,0.995223119594333,0.00477688040566738
