1
0,0,0.999390455,0.000609545
1,0.000145949,0.998996373,0.000857678
2,0.000392274,0.998185276,0.00142245
3,0.004213332,0.991771547,0.004015122
4,0.030886565,0.952239058,0.016874377
5,0.084140353,0.901777229,0.014082418
2
0,0,0.999139916,0.000860084
1,0.00017449,0.998657758,0.001167752
2,0.000461348,0.997684968,0.001853684
3,0.003575747,0.991487088,0.004937165
4,0.026319297,0.954925079,0.018755625
5,0.074565042,0.909553501,0.015881457
3
0,0,0.998838663,0.001161337
1,0.000585595,0.998537649,0.000876756
2,0.004388372,0.995611628,0.00069611
3,0.011205809,0.988278727,0.000515464
4,0.022085173,0.957619395,0.020295431
5,0.061455511,0.922423336,0.016121154
4
0,0,0.99873976,0.00126024
1,0.001734836,0.996038596,0.002226569
2,0.005437136,0.992959377,0.001603486
3,0.007380156,0.989807945,0.002811899
4,0.01874524,0.9586526,0.02260216
5,0.052501386,0.929792052,0.017706562
5
0,0,0.998718652,0.001281348
1,0.002076912,0.996160442,0.001762646
2,0.005841613,0.992433915,0.001724473
3,0.008817622,0.987125165,0.004057212
4,0.016369249,0.958878497,0.024752254
5,0.042615984,0.936335633,0.021048383
6
0,0,0.999330874,0.000669126
1,0.002452986,0.995439494,0.00210752
2,0.0065441,0.991451798,0.002004102
3,0.007986745,0.98967599,0.002337265
4,0.014976614,0.956249172,0.028774215
5,0.035664823,0.939623209,0.024711968
7
0,0,0.997633121,0.002366879
1,0.00177897,0.996447308,0.001773722
2,0.006802275,0.991625957,0.001571768
3,0.016218783,0.980842195,0.002939022
4,0.015926128,0.951790852,0.032283019
5,0.030555888,0.940466971,0.028977141
8
0,0,0.998960201,0.001039799
1,0.001116737,0.997376632,0.001506631
2,0.006158675,0.992143326,0.001697999
3,0.011438376,0.985622602,0.002939022
4,0.017133658,0.943841634,0.039024708
5,0.028870589,0.936737513,0.034391898
9
0,0,0.998882796,0.001117204
1,0.001448061,0.99682706,0.001724879
2,0.00428246,0.994028896,0.001688645
3,0.004436244,0.995563756,0.002939022
4,0.021465827,0.932634125,0.045900049
5,0.032283149,0.927760282,0.039956568
10
0,0,0.998669302,0.001330698
1,0.001938204,0.99562554,0.002436256
2,0.008182375,0.990087917,0.001729708
3,0.009456265,0.986411504,0.004132231
4,0.027770739,0.909942873,0.062286388
5,0.035340435,0.911465914,0.05319365
11
0,0,0.997627188,0.002372812
1,0.002220896,0.99557962,0.002199484
2,0.007421917,0.989395529,0.003182554
3,0.012672236,0.979544465,0.007783299
4,0.039827958,0.904402462,0.05576958
5,0.053190752,0.890237586,0.056571663
12
0,0,0.996710687,0.003289313
1,0.001739293,0.995798326,0.002462381
2,0.007858988,0.989322666,0.002818346
3,0.015867075,0.978913889,0.005219036
4,0.038679136,0.896875753,0.064445111
5,0.048357653,0.886346089,0.065296258
13
0,0,0.993705657,0.006294343
1,0.002779889,0.991801157,0.005418954
2,0.016759857,0.979529508,0.003710635
3,0.015146669,0.982527084,0.002326247
4,0.047374917,0.884792884,0.067832199
5,0.057105893,0.870651062,0.072243045
14
0,0,0.994796289,0.005203711
1,0.002052752,0.992446661,0.005500586
2,0.016096745,0.979055535,0.00484772
3,0.044362745,0.946124813,0.009512442
4,0.060828486,0.864525465,0.074646049
5,0.075042321,0.844159299,0.08079838
15
0,0,0.988206637,0.011793363
1,0.004729406,0.984507206,0.010763389
2,0.042437465,0.927613316,0.029949219
3,0.073772109,0.890823782,0.03540411
4,0.097740437,0.818806456,0.083453107
5,0.119530774,0.794150822,0.086318404
16
0,0,0.960608938,0.039391062
1,0.001060546,0.967354274,0.03158518
2,0.20903783,0.471622548,0.319339623
3,0.284445777,0.710183896,0.005370326
4,0.233100496,0.716625616,0.050273888
5,0.275266989,0.654266505,0.070466506
17
0,0,0.960608938,0.039391062
1,0.000376288,0.99374061,0.005883102
2,0.019530575,0.971874474,0.008594952
3,0.119700878,0.862629596,0.017669526
4,0.229554605,0.709237561,0.061207834
5,0.270940877,0.649206126,0.079852998
18
0,0,0.960608938,0.039391062
1,0.000471484,0.993038066,0.006490451
2,0.022229208,0.968678509,0.009092283
3,0.129764606,0.852271768,0.017963626
4,0.249183526,0.692771968,0.058044507
5,0.292177324,0.63605786,0.071764816
19
0,0,0.960608938,0.039391062
1,0.000585145,0.992533909,0.006880946
2,0.024875799,0.966246123,0.008878078
3,0.139216031,0.842841629,0.01794234
4,0.26707485,0.67927224,0.05365291
5,0.312743518,0.622024991,0.065231491
20
0,0,0.960608938,0.039391062
1,0.000636649,0.994161108,0.005202243
2,0.021602178,0.972946099,0.005451723
3,0.130532596,0.856044288,0.013423116
4,0.264092148,0.693661551,0.042246301
5,0.313498199,0.63911745,0.047384351
